Delta,K,Classification
0.701508,2.758794,0
0.706482,2.758794,0
0.711457,2.758794,0
0.716432,2.758794,0
0.721407,2.758794,0
0.726382,2.758794,0
0.731357,2.758794,0
0.736332,2.758794,0
0.741307,2.758794,0
0.746281,2.758794,0
0.751256,2.758794,0
0.756231,2.758794,0
0.761206,2.758794,0
0.766181,2.758794,0
0.771156,2.758794,0
0.776131,2.758794,0
0.781106,2.758794,0
0.786080,2.758794,0
0.791055,2.758794,0
0.796030,2.758794,0
0.801005,2.758794,0
0.805980,2.758794,0
0.810955,2.758794,0
0.815930,2.758794,0
0.820905,2.758794,0
0.825879,2.758794,0
0.830854,2.758794,0
0.835829,2.758794,0
0.840804,2.758794,0
0.845779,2.758794,0
0.850754,2.758794,0
0.855729,2.758794,0
0.860704,2.758794,0
0.865678,2.758794,0
0.870653,2.758794,0
0.875628,2.758794,0
0.880603,2.758794,0
0.885578,2.758794,0
0.890553,2.758794,0
0.895528,2.758794,0
0.900503,2.758794,0
0.905477,2.758794,0
0.910452,2.758794,0
0.915427,2.758794,0
0.920402,2.758794,0
0.925377,2.758794,0
0.930352,2.758794,0
0.935327,2.758794,0
0.940302,2.758794,0
0.945276,2.758794,0
0.950251,2.758794,0
0.955226,2.758794,0
0.960201,2.758794,0
0.965176,2.758794,0
0.970151,2.758794,0
0.975126,2.758794,0
0.980101,2.758794,0
0.985075,2.758794,0
0.990050,2.758794,0
0.995025,2.758794,0
1.000000,2.758794,0
0.010000,2.773869,0
0.014975,2.773869,0
0.019950,2.773869,0
0.024925,2.773869,0
0.029899,2.773869,0
0.034874,2.773869,0
0.039849,2.773869,0
0.044824,2.773869,0
0.049799,2.773869,0
0.054774,2.773869,0
0.059749,2.773869,0
0.064724,2.773869,0
0.069698,2.773869,0
0.074673,2.773869,0
0.079648,2.773869,0
0.084623,2.773869,0
0.089598,2.773869,0
0.094573,2.773869,0
0.099548,2.773869,0
0.104523,2.773869,0
0.109497,2.773869,0
0.114472,2.773869,0
0.119447,2.773869,0
0.124422,2.773869,0
0.129397,2.773869,0
0.134372,2.773869,0
0.139347,2.773869,0
0.144322,2.773869,0
0.149296,2.773869,0
0.154271,2.773869,0
0.159246,2.773869,0
0.164221,2.773869,0
0.169196,2.773869,0
0.174171,2.773869,0
0.179146,2.773869,0
0.184121,2.773869,0
0.189095,2.773869,0
0.194070,2.773869,0
0.199045,2.773869,0
0.204020,2.773869,0
0.208995,2.773869,0
0.213970,2.773869,0
0.218945,2.773869,0
0.223920,2.773869,0
0.228894,2.773869,0
0.233869,2.773869,0
0.238844,2.773869,0
0.243819,2.773869,0
0.248794,2.773869,0
0.253769,2.773869,0
0.258744,2.773869,0
0.263719,2.773869,0
0.268693,2.773869,0
0.273668,2.773869,0
0.278643,2.773869,0
0.283618,2.773869,0
0.288593,2.773869,0
0.293568,2.773869,0
0.298543,2.773869,0
0.303518,2.773869,0
0.308492,2.773869,0
0.313467,2.773869,0
0.318442,2.773869,0
0.323417,2.773869,0
0.328392,2.773869,0
0.333367,2.773869,0
0.338342,2.773869,0
0.343317,2.773869,0
0.348291,2.773869,0
0.353266,2.773869,0
0.358241,2.773869,0
0.363216,2.773869,0
0.368191,2.773869,0
0.373166,2.773869,0
0.378141,2.773869,0
0.383116,2.773869,0
0.388090,2.773869,0
0.393065,2.773869,0
0.398040,2.773869,0
0.403015,2.773869,0
0.407990,2.773869,0
0.412965,2.773869,0
0.417940,2.773869,0
0.422915,2.773869,0
0.427889,2.773869,0
0.432864,2.773869,0
0.437839,2.773869,0
0.442814,2.773869,0
0.447789,2.773869,0
0.452764,2.773869,0
0.457739,2.773869,0
0.462714,2.773869,0
0.467688,2.773869,0
0.472663,2.773869,0
0.477638,2.773869,0
0.482613,2.773869,0
0.487588,2.773869,0
0.492563,2.773869,0
0.497538,2.773869,0
0.502513,2.773869,0
0.507487,2.773869,0
0.512462,2.773869,0
0.517437,2.773869,0
0.522412,2.773869,0
0.527387,2.773869,0
0.532362,2.773869,0
0.537337,2.773869,0
0.542312,2.773869,0
0.547286,2.773869,0
0.552261,2.773869,0
0.557236,2.773869,0
0.562211,2.773869,0
0.567186,2.773869,0
0.572161,2.773869,0
0.577136,2.773869,0
0.582111,2.773869,0
0.587085,2.773869,0
0.592060,2.773869,0
0.597035,2.773869,0
0.602010,2.773869,0
0.606985,2.773869,0
0.611960,2.773869,0
0.616935,2.773869,0
0.621910,2.773869,0
0.626884,2.773869,0
0.631859,2.773869,0
0.636834,2.773869,0
0.641809,2.773869,0
0.646784,2.773869,0
0.651759,2.773869,0
0.656734,2.773869,0
0.661709,2.773869,0
0.666683,2.773869,0
0.671658,2.773869,0
0.676633,2.773869,0
0.681608,2.773869,0
0.686583,2.773869,0
0.691558,2.773869,0
0.696533,2.773869,0
0.701508,2.773869,0
0.706482,2.773869,0
0.711457,2.773869,0
0.716432,2.773869,0
0.721407,2.773869,0
0.726382,2.773869,0
0.731357,2.773869,0
0.736332,2.773869,0
0.741307,2.773869,0
0.746281,2.773869,0
0.751256,2.773869,0
0.756231,2.773869,0
0.761206,2.773869,0
0.766181,2.773869,0
0.771156,2.773869,0
0.776131,2.773869,0
0.781106,2.773869,0
0.786080,2.773869,0
0.791055,2.773869,0
0.796030,2.773869,0
0.801005,2.773869,0
0.805980,2.773869,0
0.810955,2.773869,0
0.815930,2.773869,0
0.820905,2.773869,0
0.825879,2.773869,0
0.830854,2.773869,0
0.835829,2.773869,0
0.840804,2.773869,0
0.845779,2.773869,0
0.850754,2.773869,0
0.855729,2.773869,0
0.860704,2.773869,0
0.865678,2.773869,0
0.870653,2.773869,0
0.875628,2.773869,0
0.880603,2.773869,0
0.885578,2.773869,0
0.890553,2.773869,0
0.895528,2.773869,0
0.900503,2.773869,0
0.905477,2.773869,0
0.910452,2.773869,0
0.915427,2.773869,0
0.920402,2.773869,0
0.925377,2.773869,0
0.930352,2.773869,0
0.935327,2.773869,0
0.940302,2.773869,0
0.945276,2.773869,0
0.950251,2.773869,0
0.955226,2.773869,0
0.960201,2.773869,0
0.965176,2.773869,0
0.970151,2.773869,0
0.975126,2.773869,0
0.980101,2.773869,0
0.985075,2.773869,0
0.990050,2.773869,0
0.995025,2.773869,0
1.000000,2.773869,0
0.010000,2.788945,0
0.014975,2.788945,0
0.019950,2.788945,0
0.024925,2.788945,0
0.029899,2.788945,0
0.034874,2.788945,0
0.039849,2.788945,0
0.044824,2.788945,0
0.049799,2.788945,0
0.054774,2.788945,0
0.059749,2.788945,0
0.064724,2.788945,0
0.069698,2.788945,0
0.074673,2.788945,0
0.079648,2.788945,0
0.084623,2.788945,0
0.089598,2.788945,0
0.094573,2.788945,0
0.099548,2.788945,0
0.104523,2.788945,0
0.109497,2.788945,0
0.114472,2.788945,0
0.119447,2.788945,0
0.124422,2.788945,0
0.129397,2.788945,0
0.134372,2.788945,0
0.139347,2.788945,0
0.144322,2.788945,0
0.149296,2.788945,0
0.154271,2.788945,0
0.159246,2.788945,0
0.164221,2.788945,0
0.169196,2.788945,0
0.174171,2.788945,0
0.179146,2.788945,0
0.184121,2.788945,0
0.189095,2.788945,0
0.194070,2.788945,0
0.199045,2.788945,0
0.204020,2.788945,0
0.208995,2.788945,0
0.213970,2.788945,0
0.218945,2.788945,0
0.223920,2.788945,0
0.228894,2.788945,0
0.233869,2.788945,0
0.238844,2.788945,0
0.243819,2.788945,0
0.248794,2.788945,0
0.253769,2.788945,0
0.258744,2.788945,0
0.263719,2.788945,0
0.268693,2.788945,0
0.273668,2.788945,0
0.278643,2.788945,0
0.283618,2.788945,0
0.288593,2.788945,0
0.293568,2.788945,0
0.298543,2.788945,0
0.303518,2.788945,0
0.308492,2.788945,0
0.313467,2.788945,0
0.318442,2.788945,0
0.323417,2.788945,0
0.328392,2.788945,0
0.333367,2.788945,0
0.338342,2.788945,0
0.343317,2.788945,0
0.348291,2.788945,0
0.353266,2.788945,0
0.358241,2.788945,0
0.363216,2.788945,0
0.368191,2.788945,0
0.373166,2.788945,0
0.378141,2.788945,0
0.383116,2.788945,0
0.388090,2.788945,0
0.393065,2.788945,0
0.398040,2.788945,0
0.403015,2.788945,0
0.407990,2.788945,0
0.412965,2.788945,0
0.417940,2.788945,0
0.422915,2.788945,0
0.427889,2.788945,0
0.432864,2.788945,0
0.437839,2.788945,0
0.442814,2.788945,0
0.447789,2.788945,0
0.452764,2.788945,0
0.457739,2.788945,0
0.462714,2.788945,0
0.467688,2.788945,0
0.472663,2.788945,0
0.477638,2.788945,0
0.482613,2.788945,0
0.487588,2.788945,0
0.492563,2.788945,0
0.497538,2.788945,0
0.502513,2.788945,0
0.507487,2.788945,0
0.512462,2.788945,0
0.517437,2.788945,0
0.522412,2.788945,0
0.527387,2.788945,0
0.532362,2.788945,0
0.537337,2.788945,0
0.542312,2.788945,0
0.547286,2.788945,0
0.552261,2.788945,0
0.557236,2.788945,0
0.562211,2.788945,0
0.567186,2.788945,0
0.572161,2.788945,0
0.577136,2.788945,0
0.582111,2.788945,0
0.587085,2.788945,0
0.592060,2.788945,0
0.597035,2.788945,0
0.602010,2.788945,0
0.606985,2.788945,0
0.611960,2.788945,0
0.616935,2.788945,0
0.621910,2.788945,0
0.626884,2.788945,0
0.631859,2.788945,0
0.636834,2.788945,0
0.641809,2.788945,0
0.646784,2.788945,0
0.651759,2.788945,0
0.656734,2.788945,0
0.661709,2.788945,0
0.666683,2.788945,0
0.671658,2.788945,0
0.676633,2.788945,0
0.681608,2.788945,0
0.686583,2.788945,0
0.691558,2.788945,0
0.696533,2.788945,0
0.701508,2.788945,0
0.706482,2.788945,0
0.711457,2.788945,0
0.716432,2.788945,0
0.721407,2.788945,0
0.726382,2.788945,0
0.731357,2.788945,0
0.736332,2.788945,0
0.741307,2.788945,0
0.746281,2.788945,0
0.751256,2.788945,0
0.756231,2.788945,0
0.761206,2.788945,0
0.766181,2.788945,0
0.771156,2.788945,0
0.776131,2.788945,0
0.781106,2.788945,0
0.786080,2.788945,0
0.791055,2.788945,0
0.796030,2.788945,0
0.801005,2.788945,0
0.805980,2.788945,0
0.810955,2.788945,0
0.815930,2.788945,0
0.820905,2.788945,0
0.825879,2.788945,0
0.830854,2.788945,0
0.835829,2.788945,0
0.840804,2.788945,0
0.845779,2.788945,0
0.850754,2.788945,0
0.855729,2.788945,0
0.860704,2.788945,0
0.865678,2.788945,0
0.870653,2.788945,0
0.875628,2.788945,0
0.880603,2.788945,0
0.885578,2.788945,0
0.890553,2.788945,0
0.895528,2.788945,0
0.900503,2.788945,0
0.905477,2.788945,0
0.910452,2.788945,0
0.915427,2.788945,0
0.920402,2.788945,0
0.925377,2.788945,0
0.930352,2.788945,0
0.935327,2.788945,0
0.940302,2.788945,0
0.945276,2.788945,0
0.950251,2.788945,0
0.955226,2.788945,0
0.960201,2.788945,0
0.965176,2.788945,0
0.970151,2.788945,0
0.975126,2.788945,0
0.980101,2.788945,0
0.985075,2.788945,0
0.990050,2.788945,0
0.995025,2.788945,0
1.000000,2.788945,0
0.010000,2.804020,0
0.014975,2.804020,0
0.019950,2.804020,0
0.024925,2.804020,0
0.029899,2.804020,0
0.034874,2.804020,0
0.039849,2.804020,0
0.044824,2.804020,0
0.049799,2.804020,0
0.054774,2.804020,0
0.059749,2.804020,0
0.064724,2.804020,0
0.069698,2.804020,0
0.074673,2.804020,0
0.079648,2.804020,0
0.084623,2.804020,0
0.089598,2.804020,0
0.094573,2.804020,0
0.099548,2.804020,0
0.104523,2.804020,0
0.109497,2.804020,0
0.114472,2.804020,0
0.119447,2.804020,0
0.124422,2.804020,0
0.129397,2.804020,0
0.134372,2.804020,0
0.139347,2.804020,0
0.144322,2.804020,0
0.149296,2.804020,0
0.154271,2.804020,0
0.159246,2.804020,0
0.164221,2.804020,0
0.169196,2.804020,0
0.174171,2.804020,0
0.179146,2.804020,0
0.184121,2.804020,0
0.189095,2.804020,0
0.194070,2.804020,0
0.199045,2.804020,0
0.204020,2.804020,0
0.208995,2.804020,0
0.213970,2.804020,0
0.218945,2.804020,0
0.223920,2.804020,0
0.228894,2.804020,0
0.233869,2.804020,0
0.238844,2.804020,0
0.243819,2.804020,0
0.248794,2.804020,0
0.253769,2.804020,0
0.258744,2.804020,0
0.263719,2.804020,0
0.268693,2.804020,0
0.273668,2.804020,0
0.278643,2.804020,0
0.283618,2.804020,0
0.288593,2.804020,0
0.293568,2.804020,0
0.298543,2.804020,0
0.303518,2.804020,0
0.308492,2.804020,0
0.313467,2.804020,0
0.318442,2.804020,0
0.323417,2.804020,0
0.328392,2.804020,0
0.333367,2.804020,0
0.338342,2.804020,0
0.343317,2.804020,0
0.348291,2.804020,0
0.353266,2.804020,0
0.358241,2.804020,0
0.363216,2.804020,0
0.368191,2.804020,0
0.373166,2.804020,0
0.378141,2.804020,0
0.383116,2.804020,0
0.388090,2.804020,0
0.393065,2.804020,0
0.398040,2.804020,0
0.403015,2.804020,0
0.407990,2.804020,0
0.412965,2.804020,0
0.417940,2.804020,0
0.422915,2.804020,0
0.427889,2.804020,0
0.432864,2.804020,0
0.437839,2.804020,0
0.442814,2.804020,0
0.447789,2.804020,0
0.452764,2.804020,0
0.457739,2.804020,0
0.462714,2.804020,0
0.467688,2.804020,0
0.472663,2.804020,0
0.477638,2.804020,0
0.482613,2.804020,0
0.487588,2.804020,0
0.492563,2.804020,0
0.497538,2.804020,0
0.502513,2.804020,0
0.507487,2.804020,0
0.512462,2.804020,0
0.517437,2.804020,0
0.522412,2.804020,0
0.527387,2.804020,0
0.532362,2.804020,0
0.537337,2.804020,0
0.542312,2.804020,0
0.547286,2.804020,0
0.552261,2.804020,0
0.557236,2.804020,0
0.562211,2.804020,0
0.567186,2.804020,0
0.572161,2.804020,0
0.577136,2.804020,0
0.582111,2.804020,0
0.587085,2.804020,0
0.592060,2.804020,0
0.597035,2.804020,0
0.602010,2.804020,0
0.606985,2.804020,0
0.611960,2.804020,0
0.616935,2.804020,0
0.621910,2.804020,0
0.626884,2.804020,0
0.631859,2.804020,0
0.636834,2.804020,0
0.641809,2.804020,0
0.646784,2.804020,0
0.651759,2.804020,0
0.656734,2.804020,0
0.661709,2.804020,0
0.666683,2.804020,0
0.671658,2.804020,0
0.676633,2.804020,0
0.681608,2.804020,0
0.686583,2.804020,0
0.691558,2.804020,0
0.696533,2.804020,0
0.701508,2.804020,0
0.706482,2.804020,0
0.711457,2.804020,0
0.716432,2.804020,0
0.721407,2.804020,0
0.726382,2.804020,0
0.731357,2.804020,0
0.736332,2.804020,0
0.741307,2.804020,0
0.746281,2.804020,0
0.751256,2.804020,0
0.756231,2.804020,0
0.761206,2.804020,0
0.766181,2.804020,0
0.771156,2.804020,0
0.776131,2.804020,0
0.781106,2.804020,0
0.786080,2.804020,0
0.791055,2.804020,0
0.796030,2.804020,0
0.801005,2.804020,0
0.805980,2.804020,0
0.810955,2.804020,0
0.815930,2.804020,0
0.820905,2.804020,0
0.825879,2.804020,0
0.830854,2.804020,0
0.835829,2.804020,0
0.840804,2.804020,0
0.845779,2.804020,0
0.850754,2.804020,0
0.855729,2.804020,0
0.860704,2.804020,0
0.865678,2.804020,0
0.870653,2.804020,0
0.875628,2.804020,0
0.880603,2.804020,0
0.885578,2.804020,0
0.890553,2.804020,0
0.895528,2.804020,0
0.900503,2.804020,0
0.905477,2.804020,0
0.910452,2.804020,0
0.915427,2.804020,0
0.920402,2.804020,0
0.925377,2.804020,0
0.930352,2.804020,0
0.935327,2.804020,0
0.940302,2.804020,0
0.945276,2.804020,0
0.950251,2.804020,0
0.955226,2.804020,0
0.960201,2.804020,0
0.965176,2.804020,0
0.970151,2.804020,0
0.975126,2.804020,0
0.980101,2.804020,0
0.985075,2.804020,0
0.990050,2.804020,0
0.995025,2.804020,0
1.000000,2.804020,0
0.010000,2.819095,0
0.014975,2.819095,0
0.019950,2.819095,0
0.024925,2.819095,0
0.029899,2.819095,0
0.034874,2.819095,0
0.039849,2.819095,0
0.044824,2.819095,0
0.049799,2.819095,0
0.054774,2.819095,0
0.059749,2.819095,0
0.064724,2.819095,0
0.069698,2.819095,0
0.074673,2.819095,0
0.079648,2.819095,0
0.084623,2.819095,0
0.089598,2.819095,0
0.094573,2.819095,0
0.099548,2.819095,0
0.104523,2.819095,0
0.109497,2.819095,0
0.114472,2.819095,0
0.119447,2.819095,0
0.124422,2.819095,0
0.129397,2.819095,0
0.134372,2.819095,0
0.139347,2.819095,0
0.144322,2.819095,0
0.149296,2.819095,0
0.154271,2.819095,0
0.159246,2.819095,0
0.164221,2.819095,0
0.169196,2.819095,0
0.174171,2.819095,0
0.179146,2.819095,0
0.184121,2.819095,0
0.189095,2.819095,0
0.194070,2.819095,0
0.199045,2.819095,0
0.204020,2.819095,0
0.208995,2.819095,0
0.213970,2.819095,0
0.218945,2.819095,0
0.223920,2.819095,0
0.228894,2.819095,0
0.233869,2.819095,0
0.238844,2.819095,0
0.243819,2.819095,0
0.248794,2.819095,0
0.253769,2.819095,0
0.258744,2.819095,0
0.263719,2.819095,0
0.268693,2.819095,0
0.273668,2.819095,0
0.278643,2.819095,0
0.283618,2.819095,0
0.288593,2.819095,0
0.293568,2.819095,0
0.298543,2.819095,0
0.303518,2.819095,0
0.308492,2.819095,0
0.313467,2.819095,0
0.318442,2.819095,0
0.323417,2.819095,0
0.328392,2.819095,0
0.333367,2.819095,0
0.338342,2.819095,0
0.343317,2.819095,0
0.348291,2.819095,0
0.353266,2.819095,0
0.358241,2.819095,0
0.363216,2.819095,0
0.368191,2.819095,0
0.373166,2.819095,0
0.378141,2.819095,0
0.383116,2.819095,0
0.388090,2.819095,0
0.393065,2.819095,0
0.398040,2.819095,0
0.403015,2.819095,0
0.407990,2.819095,0
0.412965,2.819095,0
0.417940,2.819095,0
0.422915,2.819095,0
0.427889,2.819095,0
0.432864,2.819095,0
0.437839,2.819095,0
0.442814,2.819095,0
0.447789,2.819095,0
0.452764,2.819095,0
0.457739,2.819095,0
0.462714,2.819095,0
0.467688,2.819095,0
0.472663,2.819095,0
0.477638,2.819095,0
0.482613,2.819095,0
0.487588,2.819095,0
0.492563,2.819095,0
0.497538,2.819095,0
0.502513,2.819095,0
0.507487,2.819095,0
0.512462,2.819095,0
0.517437,2.819095,0
0.522412,2.819095,0
0.527387,2.819095,0
0.532362,2.819095,0
0.537337,2.819095,0
0.542312,2.819095,0
0.547286,2.819095,0
0.552261,2.819095,0
0.557236,2.819095,0
0.562211,2.819095,0
0.567186,2.819095,0
0.572161,2.819095,0
0.577136,2.819095,0
0.582111,2.819095,0
0.587085,2.819095,0
0.592060,2.819095,0
0.597035,2.819095,0
0.602010,2.819095,0
0.606985,2.819095,0
0.611960,2.819095,0
0.616935,2.819095,0
0.621910,2.819095,0
0.626884,2.819095,0
0.631859,2.819095,0
0.636834,2.819095,0
0.641809,2.819095,0
0.646784,2.819095,0
0.651759,2.819095,0
0.656734,2.819095,0
0.661709,2.819095,0
0.666683,2.819095,0
0.671658,2.819095,0
0.676633,2.819095,0
0.681608,2.819095,0
0.686583,2.819095,0
0.691558,2.819095,0
0.696533,2.819095,0
0.701508,2.819095,0
0.706482,2.819095,0
0.711457,2.819095,0
0.716432,2.819095,0
0.721407,2.819095,0
0.726382,2.819095,0
0.731357,2.819095,0
0.736332,2.819095,0
0.741307,2.819095,0
0.746281,2.819095,0
0.751256,2.819095,0
0.756231,2.819095,0
0.761206,2.819095,0
0.766181,2.819095,0
0.771156,2.819095,0
0.776131,2.819095,0
0.781106,2.819095,0
0.786080,2.819095,0
0.791055,2.819095,0
0.796030,2.819095,0
0.801005,2.819095,0
0.805980,2.819095,0
0.810955,2.819095,0
0.815930,2.819095,0
0.820905,2.819095,0
0.825879,2.819095,0
0.830854,2.819095,0
0.835829,2.819095,0
0.840804,2.819095,0
0.845779,2.819095,0
0.850754,2.819095,0
0.855729,2.819095,0
0.860704,2.819095,0
0.865678,2.819095,0
0.870653,2.819095,0
0.875628,2.819095,0
0.880603,2.819095,0
0.885578,2.819095,0
0.890553,2.819095,0
0.895528,2.819095,0
0.900503,2.819095,0
0.905477,2.819095,0
0.910452,2.819095,0
0.915427,2.819095,0
0.920402,2.819095,0
0.925377,2.819095,0
0.930352,2.819095,0
0.935327,2.819095,0
0.940302,2.819095,0
0.945276,2.819095,0
0.950251,2.819095,0
0.955226,2.819095,0
0.960201,2.819095,0
0.965176,2.819095,0
0.970151,2.819095,0
0.975126,2.819095,0
0.980101,2.819095,0
0.985075,2.819095,0
0.990050,2.819095,0
0.995025,2.819095,0
1.000000,2.819095,0
0.010000,2.834171,0
0.014975,2.834171,0
0.019950,2.834171,0
0.024925,2.834171,0
0.029899,2.834171,0
0.034874,2.834171,0
0.039849,2.834171,0
0.044824,2.834171,0
0.049799,2.834171,0
0.054774,2.834171,0
0.059749,2.834171,0
0.064724,2.834171,0
0.069698,2.834171,0
0.074673,2.834171,0
0.079648,2.834171,0
0.084623,2.834171,0
0.089598,2.834171,0
0.094573,2.834171,0
0.099548,2.834171,0
0.104523,2.834171,0
0.109497,2.834171,0
0.114472,2.834171,0
0.119447,2.834171,0
0.124422,2.834171,0
0.129397,2.834171,0
0.134372,2.834171,0
0.139347,2.834171,0
0.144322,2.834171,0
0.149296,2.834171,0
0.154271,2.834171,0
0.159246,2.834171,0
0.164221,2.834171,0
0.169196,2.834171,0
0.174171,2.834171,0
0.179146,2.834171,0
0.184121,2.834171,0
0.189095,2.834171,0
0.194070,2.834171,0
0.199045,2.834171,0
0.204020,2.834171,0
0.208995,2.834171,0
0.213970,2.834171,0
0.218945,2.834171,0
0.223920,2.834171,0
0.228894,2.834171,0
0.233869,2.834171,0
0.238844,2.834171,0
0.243819,2.834171,0
0.248794,2.834171,0
0.253769,2.834171,0
0.258744,2.834171,0
0.263719,2.834171,0
0.268693,2.834171,0
0.273668,2.834171,0
0.278643,2.834171,0
0.283618,2.834171,0
0.288593,2.834171,0
0.293568,2.834171,0
0.298543,2.834171,0
0.303518,2.834171,0
0.308492,2.834171,0
0.313467,2.834171,0
0.318442,2.834171,0
0.323417,2.834171,0
0.328392,2.834171,0
0.333367,2.834171,0
0.338342,2.834171,0
0.343317,2.834171,0
0.348291,2.834171,0
0.353266,2.834171,0
0.358241,2.834171,0
0.363216,2.834171,0
0.368191,2.834171,0
0.373166,2.834171,0
0.378141,2.834171,0
0.383116,2.834171,0
0.388090,2.834171,0
0.393065,2.834171,0
0.398040,2.834171,0
0.403015,2.834171,0
0.407990,2.834171,0
0.412965,2.834171,0
0.417940,2.834171,0
0.422915,2.834171,0
0.427889,2.834171,0
0.432864,2.834171,0
0.437839,2.834171,0
0.442814,2.834171,0
0.447789,2.834171,0
0.452764,2.834171,0
0.457739,2.834171,0
0.462714,2.834171,0
0.467688,2.834171,0
0.472663,2.834171,0
0.477638,2.834171,0
0.482613,2.834171,0
0.487588,2.834171,0
0.492563,2.834171,0
0.497538,2.834171,0
0.502513,2.834171,0
0.507487,2.834171,0
0.512462,2.834171,0
0.517437,2.834171,0
0.522412,2.834171,0
0.527387,2.834171,0
0.532362,2.834171,0
0.537337,2.834171,0
0.542312,2.834171,0
0.547286,2.834171,0
0.552261,2.834171,0
0.557236,2.834171,0
0.562211,2.834171,0
0.567186,2.834171,0
0.572161,2.834171,0
0.577136,2.834171,0
0.582111,2.834171,0
0.587085,2.834171,0
0.592060,2.834171,0
0.597035,2.834171,0
0.602010,2.834171,0
0.606985,2.834171,0
0.611960,2.834171,0
0.616935,2.834171,0
0.621910,2.834171,0
0.626884,2.834171,0
0.631859,2.834171,0
0.636834,2.834171,0
0.641809,2.834171,0
0.646784,2.834171,0
0.651759,2.834171,0
0.656734,2.834171,0
0.661709,2.834171,0
0.666683,2.834171,0
0.671658,2.834171,0
0.676633,2.834171,0
0.681608,2.834171,0
0.686583,2.834171,0
0.691558,2.834171,0
0.696533,2.834171,0
0.701508,2.834171,0
0.706482,2.834171,0
0.711457,2.834171,0
0.716432,2.834171,0
0.721407,2.834171,0
0.726382,2.834171,0
0.731357,2.834171,0
0.736332,2.834171,0
0.741307,2.834171,0
0.746281,2.834171,0
0.751256,2.834171,0
0.756231,2.834171,0
0.761206,2.834171,0
0.766181,2.834171,0
0.771156,2.834171,0
0.776131,2.834171,0
0.781106,2.834171,0
0.786080,2.834171,0
0.791055,2.834171,0
0.796030,2.834171,0
0.801005,2.834171,0
0.805980,2.834171,0
0.810955,2.834171,0
0.815930,2.834171,0
0.820905,2.834171,0
0.825879,2.834171,0
0.830854,2.834171,0
0.835829,2.834171,0
0.840804,2.834171,0
0.845779,2.834171,0
0.850754,2.834171,0
0.855729,2.834171,0
0.860704,2.834171,0
0.865678,2.834171,0
0.870653,2.834171,0
0.875628,2.834171,0
0.880603,2.834171,0
0.885578,2.834171,0
0.890553,2.834171,0
0.895528,2.834171,0
0.900503,2.834171,0
0.905477,2.834171,0
0.910452,2.834171,0
0.915427,2.834171,0
0.920402,2.834171,0
0.925377,2.834171,0
0.930352,2.834171,0
0.935327,2.834171,0
0.940302,2.834171,0
0.945276,2.834171,0
0.950251,2.834171,0
0.955226,2.834171,0
0.960201,2.834171,0
0.965176,2.834171,0
0.970151,2.834171,0
0.975126,2.834171,0
0.980101,2.834171,0
0.985075,2.834171,0
0.990050,2.834171,0
0.995025,2.834171,0
1.000000,2.834171,0
0.010000,2.849246,0
0.014975,2.849246,0
0.019950,2.849246,0
0.024925,2.849246,0
0.029899,2.849246,0
0.034874,2.849246,0
0.039849,2.849246,0
0.044824,2.849246,0
0.049799,2.849246,0
0.054774,2.849246,0
0.059749,2.849246,0
0.064724,2.849246,0
0.069698,2.849246,0
0.074673,2.849246,0
0.079648,2.849246,0
0.084623,2.849246,0
0.089598,2.849246,0
0.094573,2.849246,0
0.099548,2.849246,0
0.104523,2.849246,0
0.109497,2.849246,0
0.114472,2.849246,0
0.119447,2.849246,0
0.124422,2.849246,0
0.129397,2.849246,0
0.134372,2.849246,0
0.139347,2.849246,0
0.144322,2.849246,0
0.149296,2.849246,0
0.154271,2.849246,0
0.159246,2.849246,0
0.164221,2.849246,0
0.169196,2.849246,0
0.174171,2.849246,0
0.179146,2.849246,0
0.184121,2.849246,0
0.189095,2.849246,0
0.194070,2.849246,0
0.199045,2.849246,0
0.204020,2.849246,0
0.208995,2.849246,0
0.213970,2.849246,0
0.218945,2.849246,0
0.223920,2.849246,0
0.228894,2.849246,0
0.233869,2.849246,0
0.238844,2.849246,0
0.243819,2.849246,0
0.248794,2.849246,0
0.253769,2.849246,0
0.258744,2.849246,0
0.263719,2.849246,0
0.268693,2.849246,0
0.273668,2.849246,0
0.278643,2.849246,0
0.283618,2.849246,0
0.288593,2.849246,0
0.293568,2.849246,0
0.298543,2.849246,0
0.303518,2.849246,0
0.308492,2.849246,0
0.313467,2.849246,0
0.318442,2.849246,0
0.323417,2.849246,0
0.328392,2.849246,0
0.333367,2.849246,0
0.338342,2.849246,0
0.343317,2.849246,0
0.348291,2.849246,0
0.353266,2.849246,0
0.358241,2.849246,0
0.363216,2.849246,0
0.368191,2.849246,0
0.373166,2.849246,0
0.378141,2.849246,0
0.383116,2.849246,0
0.388090,2.849246,0
0.393065,2.849246,0
0.398040,2.849246,0
0.403015,2.849246,0
0.407990,2.849246,0
0.412965,2.849246,0
0.417940,2.849246,0
0.422915,2.849246,0
0.427889,2.849246,0
0.432864,2.849246,0
0.437839,2.849246,0
0.442814,2.849246,0
0.447789,2.849246,0
0.452764,2.849246,0
0.457739,2.849246,0
0.462714,2.849246,0
0.467688,2.849246,0
0.472663,2.849246,0
0.477638,2.849246,0
0.482613,2.849246,0
0.487588,2.849246,0
0.492563,2.849246,0
0.497538,2.849246,0
0.502513,2.849246,0
0.507487,2.849246,0
0.512462,2.849246,0
0.517437,2.849246,0
0.522412,2.849246,0
