alpha,phi_eq,eig_real_max,eig_imag_mean
0.8,-2e-323,-0.04,0.0
0.8010169491525424,0.0,-0.04000000000000001,0.0
0.8020338983050848,0.0,-0.04000000000000001,0.0
0.8030508474576271,0.0,-0.04000000000000001,0.0
0.8040677966101696,0.0,-0.03999999999999999,0.0
0.8050847457627119,0.0,-0.04,0.0
0.8061016949152543,0.0,-0.04,0.0
0.8071186440677967,0.0,-0.04000000000000001,0.0
0.808135593220339,0.0,-0.04000000000000001,0.0
0.8091525423728814,0.0,-0.04000000000000001,0.0
0.8101694915254237,5.4e-323,-0.039999999999999994,0.0
0.8111864406779661,0.0,-0.04000000000000001,0.0
0.8122033898305085,0.0,-0.039999999999999994,0.0
0.8132203389830509,0.0,-0.04000000000000001,0.0
0.8142372881355933,6e-323,-0.04,0.0
0.8152542372881356,5.4e-323,-0.04,0.0
0.816271186440678,-1.7e-322,-0.039999999999999994,0.0
0.8172881355932203,6e-323,-0.039999999999999994,0.0
0.8183050847457627,0.0,-0.039999999999999994,0.0
0.8193220338983052,-8.4e-323,-0.039999999999999994,0.0
0.8203389830508475,0.0,-0.039999999999999994,0.0
0.8213559322033899,0.0,-0.04,0.0
0.8223728813559322,3.16e-322,-0.04000000000000001,0.0
0.8233898305084746,0.0,-0.039999999999999994,0.0
0.8244067796610169,0.0,-0.039999999999999994,0.0
0.8254237288135593,1.14e-322,-0.04,0.0
0.8264406779661018,-2.37e-322,-0.04000000000000001,0.0
0.8274576271186441,0.0,-0.039999999999999994,0.0
0.8284745762711865,6e-323,-0.039999999999999994,0.0
0.8294915254237288,-3.56e-322,-0.039999999999999994,0.0
0.8305084745762712,0.0,-0.04,0.0
0.8315254237288136,-1.354e-321,-0.04,0.0
0.8325423728813559,-3.75e-322,-0.01448828783426978,0.0
0.8335593220338983,-0.04838735483637648,-0.007478142185724415,0.0
0.8335593220338983,0.0,0.003257212585624572,0.0
0.8335593220338983,0.04838735483637629,-0.007478142185724415,0.0
0.8345762711864407,-0.11329176618944022,-0.039999999999999994,0.0
0.8345762711864407,8.84e-322,0.01560148760356038,0.0
0.8345762711864407,0.11329176618944096,-0.039999999999999994,0.0
0.8355932203389831,-0.15251162803906404,-0.04000000000000001,0.0
0.8355932203389831,3.85e-322,0.025664788180421463,0.0
0.8355932203389831,0.15251162803906188,-0.039999999999999994,0.0
0.8366101694915254,-0.18334697289070692,-0.04000000000000001,0.0
0.8366101694915254,1.14e-322,0.034378783196759674,0.0
0.8366101694915254,0.18334697289070517,-0.04000000000000001,0.0
0.8376271186440678,-0.20953383343160897,-0.04000000000000001,0.0
0.8376271186440678,-1e-322,0.04217385455776869,0.0
0.8376271186440678,0.20953383343160908,-0.04000000000000001,0.0
0.8386440677966102,-0.23264821868586724,-0.04000000000000001,0.0
0.8386440677966102,0.0,0.049290992580058465,0.0
0.8386440677966102,0.23264821868586769,-0.04000000000000001,0.0
0.8396610169491525,-0.25353275986443374,-0.04000000000000001,0.0
0.8396610169491525,1.1e-322,0.05588128252679468,0.0
0.8396610169491525,0.2535327598644345,-0.039999999999999994,0.0
0.8406779661016949,-0.2727010688382886,-0.04000000000000001,0.0
0.8406779661016949,-2.17e-322,0.062046848662924245,0.0
0.8406779661016949,0.2727010688382892,-0.04000000000000001,0.0
0.8416949152542372,-0.29049384467451594,-0.04,0.0
0.8416949152542372,0.0,0.06786055027249176,0.0
0.8416949152542372,0.2904938446745159,-0.04,0.0
0.8427118644067797,-0.3071509431049772,-0.039999999999999994,0.0
0.8427118644067797,0.0,0.07337652882380764,0.0
0.8427118644067797,0.30715094310497726,-0.04,0.0
0.843728813559322,-0.3228488699563597,-0.04000000000000001,0.0
0.843728813559322,0.0,0.07863631935957228,0.0
0.843728813559322,0.32284886995635886,-0.04000000000000001,0.0
0.8447457627118644,-0.33772204432017483,-0.039999999999999994,0.0
0.8447457627118644,0.0,0.08367261319401788,0.0
0.8447457627118644,0.33772204432017705,-0.039999999999999994,0.0
0.8457627118644068,-0.35187567447133666,-0.04,0.0
0.8457627118644068,5.4e-323,0.08851168910759881,0.0
0.8457627118644068,0.3518756744713383,-0.04,0.0
0.8467796610169491,-0.36539396836245486,-0.04,0.0
0.8467796610169491,0.0,0.09317504728866764,0.0
0.8467796610169491,0.3653939683624541,-0.04,0.0
0.8477966101694915,-0.3783455928727493,-0.039999999999999994,0.0
0.8477966101694915,0.0,0.09768054402634317,0.0
0.8477966101694915,0.37834559287274805,-0.04,0.0
0.8488135593220338,-0.39078743157974977,-0.04000000000000001,0.0
0.8488135593220338,-2e-323,0.10204320183113504,0.0
0.8488135593220338,0.39078743157974716,-0.04,0.0
0.8498305084745763,-0.40276724782499784,-0.039999999999999994,0.0
0.8498305084745763,-1.9e-322,0.10627580172226549,0.0
0.8498305084745763,0.4027672478249967,-0.04,0.0
0.8508474576271187,-0.41432561951958097,-0.04,0.0
0.8508474576271187,1.3e-322,0.11038932526127733,0.0
0.8508474576271187,0.4143256195195815,-0.04000000000000001,0.0
0.851864406779661,-0.42549737538955834,-0.04000000000000001,0.0
0.851864406779661,0.0,0.11439329044875372,0.0
0.851864406779661,0.4254973753895594,-0.039999999999999994,0.0
0.8528813559322034,-0.4363126813279985,-0.04000000000000001,0.0
0.8528813559322034,0.0,0.11829601106358924,0.0
0.8528813559322034,0.4363126813279996,-0.04,0.0
0.8538983050847457,-0.44679787578981833,-0.04000000000000001,0.0
0.8538983050847457,0.0,0.12210479974909728,0.0
0.8538983050847457,0.44679787578981894,-0.04,0.0
0.8549152542372881,-0.45697612169929747,-0.04,0.0
0.8549152542372881,0.0,0.1258261290772527,0.0
0.8549152542372881,0.4569761216992966,-0.04000000000000001,0.0
0.8559322033898304,-0.46686792188802617,-0.04,0.0
0.8559322033898304,0.0,0.12946576075360006,0.0
0.8559322033898304,0.46686792188802567,-0.040000000000000015,0.0
0.8569491525423729,-0.47649153146688317,-0.039999999999999994,0.0
0.8569491525423729,2.5e-323,0.13302885034250028,0.0
0.8569491525423729,0.47649153146688317,-0.039999999999999994,0.0
0.8579661016949153,-0.4858632912781336,-0.039999999999999994,0.0
0.8579661016949153,0.0,0.13652003295348186,0.0
0.8579661016949153,0.48586329127813366,-0.039999999999999994,0.0
0.8589830508474576,-0.4949979001568802,-0.04000000000000002,0.0
0.8589830508474576,9.4e-323,0.13994349395560002,0.0
0.8589830508474576,0.4949979001568793,-0.040000000000000015,0.0
0.86,-0.5039086392054843,-0.039999999999999994,0.0
0.86,0.0,0.14330302779823367,0.0
0.86,0.5039086392054837,-0.04000000000000001,0.0
